driverId,constructorId,year,circuitId,turns,lap_length,race_laps,race_distance,max_speed,drs_zone,full_throttle_percentage,longest_flatout_section,downforce_level,gear_changes_per_lap,fastest_q,prev_year_1_lap,prev_year_2_lap,prev_year_3_lap,prev_year_4_lap,fastestLapTime
22,11,2008,3,15,5.412,57,308.238,329.6,2,0.72,1205,2,56,92500,97200,98300,97500,95100,96100
10,7,2008,3,15,5.412,57,308.238,329.6,2,0.72,1205,2,56,92500,97200,98300,97500,95100,96100
12,4,2008,3,15,5.412,57,308.238,329.6,2,0.72,1205,2,56,92800,97200,98300,97500,95100,96100
7,5,2008,3,15,5.412,57,308.238,329.6,2,0.72,1205,2,56,92900,97200,98300,97500,95100,96100
6,3,2008,3,15,5.412,57,308.238,329.6,2,0.72,1205,2,56,92900,97200,98300,97500,95100,96100
14,9,2008,3,15,5.412,57,308.238,329.6,2,0.72,1205,2,56,93400,97200,98300,97500,95100,96100
21,10,2008,3,15,5.412,57,308.238,329.6,2,0.72,1205,2,56,93500,97200,98300,97500,95100,96100
20,5,2008,3,15,5.412,57,308.238,329.6,2,0.72,1205,2,56,94100,97200,98300,97500,95100,96100
16,10,2008,3,15,5.412,57,308.238,329.6,2,0.72,1205,2,56,93600,97200,98300,97500,95100,96100
19,8,2008,3,15,5.412,57,308.238,329.6,2,0.72,1205,2,56,94100,97200,98300,97500,95100,96100
11,8,2008,3,15,5.412,57,308.238,329.6,2,0.72,1205,2,56,95700,97200,98300,97500,95100,96100
8,6,2008,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,80700,86300,82400,80900,83400,86900
4,4,2008,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,80800,86300,82400,80900,83400,86900
13,6,2008,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,80600,86300,82400,80900,83400,86900
9,2,2008,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,80600,86300,82400,80900,83400,86900
1,1,2008,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,80800,86300,82400,80900,83400,86900
5,1,2008,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,80800,86300,82400,80900,83400,86900
17,9,2008,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,81000,86300,82400,80900,83400,86900
15,7,2008,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,80900,86300,82400,80900,83400,86900
2,2,2008,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,80800,86300,82400,80900,83400,86900
12,4,2008,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,80900,86300,82400,80900,83400,86900
22,11,2008,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,81000,86300,82400,80900,83400,86900
6,3,2008,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,81100,86300,82400,80900,83400,86900
18,11,2008,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,81200,86300,82400,80900,83400,86900
10,7,2008,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,81200,86300,82400,80900,83400,86900
3,3,2008,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,81300,86300,82400,80900,83400,86900
7,5,2008,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,81500,86300,82400,80900,83400,86900
14,9,2008,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,81800,86300,82400,80900,83400,86900
20,5,2008,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,82100,86300,82400,80900,83400,86900
21,10,2008,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,82500,86300,82400,80900,83400,86900
16,10,2008,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,83200,86300,82400,80900,83400,86900
19,8,2008,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,83300,86300,82400,80900,83400,86900
11,8,2008,4,16,4.655,66,307.104,332,2,0.72,1310,3,45,83500,86300,82400,80900,83400,86900
13,6,2008,6,19,3.337,78,260.286,290,1,0.34,669,3,47,75100,79000,79100,82000,81900,102100
8,6,2008,6,19,3.337,78,260.286,290,1,0.34,669,3,47,75400,79000,79100,82000,81900,102100
1,1,2008,6,19,3.337,78,260.286,290,1,0.34,669,3,47,75300,79000,79100,82000,81900,102100
5,1,2008,6,19,3.337,78,260.286,290,1,0.34,669,3,47,75300,79000,79100,82000,81900,102100
9,2,2008,6,19,3.337,78,260.286,290,1,0.34,669,3,47,75500,79000,79100,82000,81900,102100
3,3,2008,6,19,3.337,78,260.286,290,1,0.34,669,3,47,75300,79000,79100,82000,81900,102100
4,4,2008,6,19,3.337,78,260.286,290,1,0.34,669,3,47,75800,79000,79100,82000,81900,102100
15,7,2008,6,19,3.337,78,260.286,290,1,0.34,669,3,47,75600,79000,79100,82000,81900,102100
17,9,2008,6,19,3.337,78,260.286,290,1,0.34,669,3,47,75700,79000,79100,82000,81900,102100
14,9,2008,6,19,3.337,78,260.286,290,1,0.34,669,3,47,75800,79000,79100,82000,81900,102100
10,7,2008,6,19,3.337,78,260.286,290,1,0.34,669,3,47,75900,79000,79100,82000,81900,102100
18,11,2008,6,19,3.337,78,260.286,290,1,0.34,669,3,47,76100,79000,79100,82000,81900,102100
2,2,2008,6,19,3.337,78,260.286,290,1,0.34,669,3,47,76500,79000,79100,82000,81900,102100
6,3,2008,6,19,3.337,78,260.286,290,1,0.34,669,3,47,76500,79000,79100,82000,81900,102100
22,11,2008,6,19,3.337,78,260.286,290,1,0.34,669,3,47,76200,79000,79100,82000,81900,102100
7,5,2008,6,19,3.337,78,260.286,290,1,0.34,669,3,47,76800,79000,79100,82000,81900,102100
12,4,2008,6,19,3.337,78,260.286,290,1,0.34,669,3,47,76900,79000,79100,82000,81900,102100
20,5,2008,6,19,3.337,78,260.286,290,1,0.34,669,3,47,77000,79000,79100,82000,81900,102100
16,10,2008,6,19,3.337,78,260.286,290,1,0.34,669,3,47,77200,79000,79100,82000,81900,102100
21,10,2008,6,19,3.337,78,260.286,290,1,0.34,669,3,47,77800,79000,79100,82000,81900,102100
1,1,2008,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,76900,80100,127700,78700,78000,80700
9,2,2008,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,77500,80100,127700,78700,78000,80700
8,6,2008,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,77300,80100,127700,78700,78000,80700
4,4,2008,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,77400,80100,127700,78700,78000,80700
3,3,2008,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,77900,80100,127700,78700,78000,80700
13,6,2008,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,77200,80100,127700,78700,78000,80700
5,1,2008,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,77300,80100,127700,78700,78000,80700
2,2,2008,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,77800,80100,127700,78700,78000,80700
22,11,2008,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,78000,80100,127700,78700,78000,80700
17,9,2008,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,77500,80100,127700,78700,78000,80700
10,7,2008,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,78000,80100,127700,78700,78000,80700
6,3,2008,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,77600,80100,127700,78700,78000,80700
14,9,2008,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,78200,80100,127700,78700,78000,80700
15,7,2008,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,78000,80100,127700,78700,78000,80700
12,4,2008,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,78400,80100,127700,78700,78000,80700
7,5,2008,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,78900,80100,127700,78700,78000,80700
16,10,2008,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,79100,80100,127700,78700,78000,80700
21,10,2008,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,79200,80100,127700,78700,78000,80700
18,11,2008,7,14,4.361,70,305.27,315.5,2,0.76,1190,2,52,83600,80100,127700,78700,78000,80700
8,6,2008,8,17,4.412,70,308.84,215.5,2,0.65,1000,2,45,75100,79000,81700,81500,79700,80900
13,6,2008,8,17,4.412,70,308.84,215.5,2,0.65,1000,2,45,75000,79000,81700,81500,79700,80900
1,1,2008,8,17,4.412,70,308.84,215.5,2,0.65,1000,2,45,75300,79000,81700,81500,79700,80900
4,4,2008,8,17,4.412,70,308.84,215.5,2,0.65,1000,2,45,75500,79000,81700,81500,79700,80900
15,7,2008,8,17,4.412,70,308.84,215.5,2,0.65,1000,2,45,75400,79000,81700,81500,79700,80900
5,1,2008,8,17,4.412,70,308.84,215.5,2,0.65,1000,2,45,75600,79000,81700,81500,79700,80900
9,2,2008,8,17,4.412,70,308.84,215.5,2,0.65,1000,2,45,75700,79000,81700,81500,79700,80900
17,9,2008,8,17,4.412,70,308.84,215.5,2,0.65,1000,2,45,75500,79000,81700,81500,79700,80900
14,9,2008,8,17,4.412,70,308.84,215.5,2,0.65,1000,2,45,75700,79000,81700,81500,79700,80900
10,7,2008,8,17,4.412,70,308.84,215.5,2,0.65,1000,2,45,75600,79000,81700,81500,79700,80900
12,4,2008,8,17,4.412,70,308.84,215.5,2,0.65,1000,2,45,75800,79000,81700,81500,79700,80900
2,2,2008,8,17,4.412,70,308.84,215.5,2,0.65,1000,2,45,75800,79000,81700,81500,79700,80900
20,5,2008,8,17,4.412,70,308.84,215.5,2,0.65,1000,2,45,75800,79000,81700,81500,79700,80900
7,5,2008,8,17,4.412,70,308.84,215.5,2,0.65,1000,2,45,76000,79000,81700,81500,79700,80900
3,3,2008,8,17,4.412,70,308.84,215.5,2,0.65,1000,2,45,76100,79000,81700,81500,79700,80900
6,3,2008,8,17,4.412,70,308.84,215.5,2,0.65,1000,2,45,76200,79000,81700,81500,79700,80900
18,11,2008,8,17,4.412,70,308.84,215.5,2,0.65,1000,2,45,76300,79000,81700,81500,79700,80900
22,11,2008,8,17,4.412,70,308.84,215.5,2,0.65,1000,2,45,76300,79000,81700,81500,79700,80900
21,10,2008,8,17,4.412,70,308.84,215.5,2,0.65,1000,2,45,77000,79000,81700,81500,79700,80900
16,10,2008,8,17,4.412,70,308.84,215.5,2,0.65,1000,2,45,77100,79000,81700,81500,79700,80900
5,1,2008,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,79600,85000,87200,86500,84300,98200
17,9,2008,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,79700,85000,87200,86500,84300,98200
8,6,2008,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,80000,85000,87200,86500,84300,98200
1,1,2008,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,79500,85000,87200,86500,84300,98200
2,2,2008,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,79800,85000,87200,86500,84300,98200
4,4,2008,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,80000,85000,87200,86500,84300,98200
12,4,2008,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,80100,85000,87200,86500,84300,98200
20,5,2008,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,80100,85000,87200,86500,84300,98200
13,6,2008,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,80100,85000,87200,86500,84300,98200
9,2,2008,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,79800,85000,87200,86500,84300,98200
14,9,2008,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,80200,85000,87200,86500,84300,98200
10,7,2008,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,80300,85000,87200,86500,84300,98200
7,5,2008,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,80500,85000,87200,86500,84300,98200
15,7,2008,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,80600,85000,87200,86500,84300,98200
6,3,2008,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,81100,85000,87200,86500,84300,98200
22,11,2008,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,81500,85000,87200,86500,84300,98200
18,11,2008,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,81600,85000,87200,86500,84300,98200
3,3,2008,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,81700,85000,87200,86500,84300,98200
16,10,2008,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,81800,85000,87200,86500,84300,98200
21,10,2008,9,18,5.891,52,306.332,329.5,2,0.7,1034,3,40,81900,85000,87200,86500,84300,98200
1,1,2008,11,14,4.381,70,306.67,315,2,0.5,908,3,28,79400,86700,99000,86000,84900,84200
5,1,2008,11,14,4.381,70,306.67,315,2,0.5,908,3,28,79500,86700,99000,86000,84900,84200
13,6,2008,11,14,4.381,70,306.67,315,2,0.5,908,3,28,79100,86700,99000,86000,84900,84200
9,2,2008,11,14,4.381,70,306.67,315,2,0.5,908,3,28,79800,86700,99000,86000,84900,84200
10,7,2008,11,14,4.381,70,306.67,315,2,0.5,908,3,28,79200,86700,99000,86000,84900,84200
8,6,2008,11,14,4.381,70,306.67,315,2,0.5,908,3,28,79500,86700,99000,86000,84900,84200
4,4,2008,11,14,4.381,70,306.67,315,2,0.5,908,3,28,79800,86700,99000,86000,84900,84200
17,9,2008,11,14,4.381,70,306.67,315,2,0.5,908,3,28,80000,86700,99000,86000,84900,84200
15,7,2008,11,14,4.381,70,306.67,315,2,0.5,908,3,28,79500,86700,99000,86000,84900,84200
12,4,2008,11,14,4.381,70,306.67,315,2,0.5,908,3,28,80100,86700,99000,86000,84900,84200
20,5,2008,11,14,4.381,70,306.67,315,2,0.5,908,3,28,80100,86700,99000,86000,84900,84200
18,11,2008,11,14,4.381,70,306.67,315,2,0.5,908,3,28,80300,86700,99000,86000,84900,84200
14,9,2008,11,14,4.381,70,306.67,315,2,0.5,908,3,28,80500,86700,99000,86000,84900,84200
7,5,2008,11,14,4.381,70,306.67,315,2,0.5,908,3,28,80600,86700,99000,86000,84900,84200
3,3,2008,11,14,4.381,70,306.67,315,2,0.5,908,3,28,80700,86700,99000,86000,84900,84200
2,2,2008,11,14,4.381,70,306.67,315,2,0.5,908,3,28,81000,86700,99000,86000,84900,84200
6,3,2008,11,14,4.381,70,306.67,315,2,0.5,908,3,28,81100,86700,99000,86000,84900,84200
22,11,2008,11,14,4.381,70,306.67,315,2,0.5,908,3,28,81300,86700,99000,86000,84900,84200
21,10,2008,11,14,4.381,70,306.67,315,2,0.5,908,3,28,81700,86700,99000,86000,84900,84200
16,10,2008,11,14,4.381,70,306.67,315,2,0.5,908,3,28,82100,86700,99000,86000,84900,84200
20,5,2008,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,95500,85500,86500,85200,86400,97300
5,1,2008,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,95200,85500,86500,85200,86400,97300
17,9,2008,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,96000,85500,86500,85200,86400,97300
7,5,2008,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,95500,85500,86500,85200,86400,97300
3,3,2008,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,95500,85500,86500,85200,86400,97300
13,6,2008,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,95500,85500,86500,85200,86400,97300
15,7,2008,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,95900,85500,86500,85200,86400,97300
4,4,2008,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,96300,85500,86500,85200,86400,97300
10,7,2008,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,95700,85500,86500,85200,86400,97300
2,2,2008,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,95700,85500,86500,85200,86400,97300
9,2,2008,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,95600,85500,86500,85200,86400,97300
21,10,2008,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,96300,85500,86500,85200,86400,97300
14,9,2008,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,96500,85500,86500,85200,86400,97300
8,6,2008,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,96000,85500,86500,85200,86400,97300
1,1,2008,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,95400,85500,86500,85200,86400,97300
22,11,2008,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,96500,85500,86500,85200,86400,97300
12,4,2008,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,96600,85500,86500,85200,86400,97300
6,3,2008,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,96700,85500,86500,85200,86400,97300
18,11,2008,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,97000,85500,86500,85200,86400,97300
16,10,2008,14,11,5.793,53,306.72,350,2,0.84,1520,1,36,97400,85500,86500,85200,86400,97300
1,1,2008,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,94900,111800,105400,97400,97600,159600
8,6,2008,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,95400,111800,105400,97400,97600,159600
13,6,2008,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,95100,111800,105400,97400,97600,159600
4,4,2008,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,95500,111800,105400,97400,97600,159600
5,1,2008,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,95200,111800,105400,97400,97600,159600
17,9,2008,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,95700,111800,105400,97400,97600,159600
2,2,2008,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,95400,111800,105400,97400,97600,159600
20,5,2008,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,95400,111800,105400,97400,97600,159600
15,7,2008,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,95700,111800,105400,97400,97600,159600
7,5,2008,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,95500,111800,105400,97400,97600,159600
12,4,2008,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,95700,111800,105400,97400,97600,159600
9,2,2008,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,95800,111800,105400,97400,97600,159600
10,7,2008,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,95900,111800,105400,97400,97600,159600
22,11,2008,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,96100,111800,105400,97400,97600,159600
3,3,2008,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,96200,111800,105400,97400,97600,159600
14,9,2008,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,96700,111800,105400,97400,97600,159600
6,3,2008,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,96900,111800,105400,97400,97600,159600
18,11,2008,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,97100,111800,105400,97400,97600,159600
16,10,2008,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,97700,111800,105400,97400,97600,159600
21,10,2008,17,16,5.451,56,305.066,348,2,0.54,1397,3,51,97700,111800,105400,97400,97600,159600
13,6,2008,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,71800,122700,76800,75800,84400,75900
15,7,2008,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,72100,122700,76800,75800,84400,75900
8,6,2008,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,71900,122700,76800,75800,84400,75900
1,1,2008,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,71900,122700,76800,75800,84400,75900
5,1,2008,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,71800,122700,76800,75800,84400,75900
4,4,2008,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,72100,122700,76800,75800,84400,75900
20,5,2008,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,71800,122700,76800,75800,84400,75900
2,2,2008,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,72000,122700,76800,75800,84400,75900
7,5,2008,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,72100,122700,76800,75800,84400,75900
10,7,2008,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,71900,122700,76800,75800,84400,75900
12,4,2008,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,72100,122700,76800,75800,84400,75900
17,9,2008,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,72300,122700,76800,75800,84400,75900
9,2,2008,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,72300,122700,76800,75800,84400,75900
14,9,2008,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,72700,122700,76800,75800,84400,75900
22,11,2008,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,72500,122700,76800,75800,84400,75900
6,3,2008,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,72800,122700,76800,75800,84400,75900
18,11,2008,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,72800,122700,76800,75800,84400,75900
3,3,2008,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,73000,122700,76800,75800,84400,75900
21,10,2008,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,73400,122700,76800,75800,84400,75900
16,10,2008,18,15,4.309,71,305.909,310,2,0.5,1394,3,42,73500,122700,76800,75800,84400,75900
18,23,2009,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,84900,92000,90900,101400,93100,90500
22,23,2009,1,16,5.303,58,307.574,321.1,2,0.77,843,3,46,84800,92000,90900,101400,93100,90500
